geneId	transcriptId	nbExons	nbUmis
Scaper	undef	0	373
RP24-342C2.1	ENSMUST00000231695.1	1	6
Dnase1	undef	0	5
Sspn	ENSMUST00000032383.13	3	4
RP23-258F15.5	undef	0	2
Gm10226	ENSMUST00000072133.4	1	1
Ick	undef	0	333
RP23-54L24.1	undef	0	5
Dlk1	ENSMUST00000056110.14	6	5
RP23-88A13.2	ENSMUST00000131907.8	4	1
Huwe1	ENSMUST00000152757.7	2	2
Styx	ENSMUST00000226603.1	7	1
Csk	ENSMUST00000034863.7	13	107
Gm26620	ENSMUST00000180542.1	1	14
Mcph1	ENSMUST00000146819.7	8	1
Mest	ENSMUST00000163949.8	12	193
Tmem194b	ENSMUST00000185790.6	5	1
Stxbp2	ENSMUST00000004745.8	19	2
RP24-477O8.4	undef	0	2
Ift20	ENSMUST00000137120.7	5	94
RP23-470F15.2	undef	0	7
Appl1	undef	0	515
AC113069.6	ENSMUST00000161735.7	4	1
Tmcc2	ENSMUST00000045473.15	5	6
Fam101a	ENSMUST00000197746.1	3	2
Rb1	ENSMUST00000022701.6	27	2
Uqcr10	ENSMUST00000058407.5	2	1687
Cit	ENSMUST00000128702.1	3	7
Fubp3	ENSMUST00000055244.12	18	2
Mir384	ENSMUST00000083565.1	1	1
Csmd2	undef	0	261
Mpv17l2	undef	0	33
RP24-88J19.2	ENSMUST00000208880.1	1	4
RP23-412D17.5	ENSMUST00000230697.1	1	25
Nckipsd	ENSMUST00000035218.8	13	1
Reln	ENSMUST00000160707.1	3	8
Tmem120b	ENSMUST00000161059.7	9	1
E2f6	undef	0	51
Clec4a3	undef	0	1
Nck2	undef	0	88
Rrp9	ENSMUST00000156796.2	3	1
Sytl4	undef	0	2
Aunip	undef	0	10
Txnip	ENSMUST00000074519.12	8	66
RP23-47P18.9	ENSMUST00000128560.1	3	1
Ddrgk1	ENSMUST00000089559.10	9	313
Epn1	undef	0	815
Atxn3	ENSMUST00000159883.1	9	1
Tspyl2	ENSMUST00000149685.7	6	4
Hdhd2	ENSMUST00000026485.13	7	15
Rps12	ENSMUST00000073926.7	7	1
Usp34	undef	0	799
Mrm3	ENSMUST00000040577.4	4	46
Gm26799	undef	0	8
Dcun1d3	ENSMUST00000098080.8	3	2
Tmf1	ENSMUST00000095664.5	17	2
Golim4	undef	0	177
Arid5b	undef	0	141
Ppm1a	undef	0	293
Atad1	undef	0	171
Mef2a	ENSMUST00000107476.7	11	4
Zbtb45	ENSMUST00000210108.1	2	1
Atp8a2	ENSMUST00000080368.12	36	2
RP23-328E6.3	ENSMUST00000118435.1	1	1
Ikbkb	ENSMUST00000144583.7	7	1
Foxp1	undef	0	699
RP24-170D4.1	ENSMUST00000224988.1	1	8
Rusc2	ENSMUST00000098106.8	12	2
RP23-104D6.8	undef	0	6
Dph6	undef	0	65
RP23-354F11.5	undef	0	4
Kazn	ENSMUST00000172864.7	7	1
Zfml	ENSMUST00000204120.1	3	1
Vps33a	ENSMUST00000031388.12	13	39
Uckl1os	undef	0	6
C1qtnf2	ENSMUST00000057679.9	4	7
Arhgef2	ENSMUST00000107510.9	22	36
RP24-76M8.1	ENSMUST00000186205.1	2	1
Polr3h	ENSMUST00000230765.1	6	22
Prmt6	ENSMUST00000168412.2	2	30
Rps2-ps9	ENSMUST00000121414.1	1	2
Tppp3	ENSMUST00000177126.7	4	1
Kcnj6	ENSMUST00000099508.3	4	2
Pcyox1	undef	0	178
Adm	undef	0	1
Wnt10a	undef	0	5
Itpr1	ENSMUST00000205053.1	2	12
Pin1	ENSMUST00000034689.7	4	1281
Tarbp2	ENSMUST00000142194.2	8	1
RP23-347F4.1	ENSMUST00000061706.6	5	23
RP23-15K13.2	ENSMUST00000201715.1	1	19
Enah	ENSMUST00000191649.1	2	5
RP23-291E6.6	ENSMUST00000194579.1	1	3
RP23-262J21.8	ENSMUST00000181800.1	5	2
Sh3kbp1	ENSMUST00000142426.7	6	2
Vmn2r-ps20	ENSMUST00000179853.1	1	1
Gsx2	ENSMUST00000040477.3	2	4
Crip2	ENSMUST00000084882.8	7	2490
Zfp27	ENSMUST00000159920.1	5	1
RP23-236J3.4	ENSMUST00000204381.1	1	20
Hspd1-ps3	ENSMUST00000119713.1	1	13
Tle3	undef	0	231
RP23-182N12.4	undef	0	21
Sec31a	ENSMUST00000182664.1	3	12
Nae1	ENSMUST00000034349.9	20	251
Pcnx4	undef	0	98
Dhx16	undef	0	176
Sfxn4	ENSMUST00000124921.1	13	1
Tti2	ENSMUST00000209986.1	8	4
RP24-93H15.3	ENSMUST00000184249.1	2	2
RP23-418K7.1	ENSMUST00000122336.1	1	7
Hmg20b	ENSMUST00000105324.8	10	15
Stx3	undef	0	14
Sertad3	ENSMUST00000068641.7	2	42
Fgfr3	ENSMUST00000164207.9	18	1
RP24-465O15.1	undef	0	7
RP23-288B18.1	ENSMUST00000147196.2	4	243
Cyb561	undef	0	30
Galnt3	undef	0	2
Mogs	ENSMUST00000032114.7	4	9
RP23-387F9.3	ENSMUST00000117299.8	4	1920
Cacng7	ENSMUST00000092891.5	6	16
RP23-392K24.5	ENSMUST00000203364.1	1	4
Mir155hg	undef	0	1
RP24-535M14.2	ENSMUST00000199859.1	1	5
RP23-397L11.3	ENSMUST00000210380.1	1	2
Slc15a2	ENSMUST00000164579.7	7	31
Rundc1	ENSMUST00000040561.5	5	42
Senp3	ENSMUST00000123084.7	4	1
Sdcbp	undef	0	254
RP23-187B11.16	ENSMUST00000215035.1	1	2
Fbxo9	ENSMUST00000085311.12	13	169
Tspan12	ENSMUST00000120965.7	7	1
Apex1	ENSMUST00000154288.2	4	260
Ndufb7	ENSMUST00000127162.1	2	10
Rbbp7	ENSMUST00000112326.7	10	8
Pxdn	undef	0	96
Rbm3	ENSMUST00000115615.8	7	349
Tmem98	ENSMUST00000040865.8	7	33
RP23-142N2.3	ENSMUST00000190899.1	1	3
Tubb4b	ENSMUST00000145607.1	2	6
Habp4	ENSMUST00000221904.1	7	2
Tpm1	ENSMUST00000030185.4	9	1
Dctn6	ENSMUST00000123113.1	2	9
Kif3c	ENSMUST00000020999.6	8	84
Eml6	undef	0	26
RP23-8L20.6	undef	0	7
RP23-453J22.1	undef	0	7
RP23-105B8.2	ENSMUST00000196743.1	1	3
Sf3a2	ENSMUST00000148665.7	9	80
Vps50	ENSMUST00000001412.16	28	31
Phlpp2	undef	0	117
Cenpw	undef	0	10
Caskin1	undef	0	118
Nme5	ENSMUST00000079287.11	6	8
Capn10	ENSMUST00000027488.10	12	100
Mif	ENSMUST00000218267.1	2	121
Zdhhc24	undef	0	104
RP24-100K9.2	ENSMUST00000210685.1	1	2
Chd8	ENSMUST00000147309.1	3	2
Rfesd	ENSMUST00000179078.8	4	59
Gm24845	ENSMUST00000158034.1	1	4
Mrps21	ENSMUST00000067298.4	3	781
Edem2	undef	0	60
Cct6b	undef	0	4
Hmbox1	ENSMUST00000176657.1	4	1
Ttc23l	undef	0	1
Magt1	ENSMUST00000033583.13	11	4
Sdccag3	ENSMUST00000028293.11	9	56
Ubash3b	ENSMUST00000044155.14	14	41
AC167815.1	ENSMUST00000140653.1	2	10
Nupl2	undef	0	89
Syce1l	undef	0	6
Sfrp1	undef	0	419
Cep170	ENSMUST00000194489.5	7	1
Josd2	ENSMUST00000118628.7	5	59
Pnisr	ENSMUST00000150368.7	6	17
Ppp1r9a	ENSMUST00000175889.7	16	2
Mars	ENSMUST00000171564.7	22	28
Trp53rkb	ENSMUST00000051923.6	2	3
Akap11	ENSMUST00000226416.1	5	6
RP24-295J1.1	ENSMUST00000214815.1	1	4
RP23-96I9.2	ENSMUST00000066408.5	2	3
Ptprt	undef	0	44
RP24-572L22.1	ENSMUST00000199587.1	4	1
Zfml	ENSMUST00000203891.2	24	1
Col4a2	undef	0	39
RP24-351I17.4	ENSMUST00000219788.1	1	4
Hace1	undef	0	26
Slc25a14	ENSMUST00000033431.13	11	23
Stk3	undef	0	53
Gm25442	ENSMUST00000177270.1	1	1
Epb41l3	ENSMUST00000225316.1	13	4
Efcab1	ENSMUST00000090277.2	6	5
Clk4	ENSMUST00000133200.1	2	20
Slc1a1	ENSMUST00000161340.1	2	11
Prkra	ENSMUST00000002808.6	8	400
Eps8	undef	0	33
Tm2d3	ENSMUST00000032726.13	5	322
Fam149a	ENSMUST00000155230.1	14	5
Gsap	ENSMUST00000197522.4	19	1
RP23-207N5.1	ENSMUST00000180881.2	2	1
Ugcg	undef	0	116
Wbp11	ENSMUST00000116514.3	12	172
RP24-297H17.3	ENSMUST00000136156.8	21	1
Rnf126	ENSMUST00000047203.8	9	233
Tmem184b	ENSMUST00000074991.9	9	4
Eqtn	undef	0	1
RP23-296J10.9	ENSMUST00000204833.1	1	9
Tgfbi	undef	0	6
Dnajc6	ENSMUST00000106933.1	19	1
Ddx51	undef	0	17
RP23-252E4.2	ENSMUST00000179332.7	10	55
Pfdn4	ENSMUST00000109148.7	4	11
Atraid	ENSMUST00000200800.1	2	4
Ltv1	undef	0	39
Ccdc32	ENSMUST00000036470.13	4	198
Ccp110	undef	0	124
Grm4	undef	0	9
Sltm	ENSMUST00000049263.8	21	6
RP23-188K3.6	ENSMUST00000180260.7	22	61
Pradc1	ENSMUST00000113770.1	4	3
RP23-55L3.5	ENSMUST00000022341.6	8	2849
Fubp1	ENSMUST00000198227.4	16	126
RP23-354K2.1	ENSMUST00000118352.2	1	4
Maoa	ENSMUST00000026013.5	15	53
Rabggtb	ENSMUST00000196266.4	9	8
Phf14	undef	0	656
Maf1	ENSMUST00000162865.7	4	6
Eif2d	ENSMUST00000068805.13	15	115
Ovca2	undef	0	7
AC131746.2	undef	0	1
Cep120	undef	0	91
Bod1	undef	0	89
Syt9	ENSMUST00000073459.11	7	2
Tulp4	ENSMUST00000141059.1	11	1
Mark2	ENSMUST00000164205.7	17	4
Sox5	ENSMUST00000170367.8	14	17
Mfsd4	undef	0	18
Dapk3	ENSMUST00000047665.6	9	6
Tshz1	ENSMUST00000060303.9	2	1
Vezf1	undef	0	457
Mecr	ENSMUST00000137412.7	5	1
Ctrl	undef	0	2
Srrm3	ENSMUST00000126232.7	4	6
Nudt6	undef	0	23
Gstz1	ENSMUST00000222885.1	10	3
Hspa13	ENSMUST00000137806.1	3	17
Ctnnd2	ENSMUST00000228695.1	2	62
Adgra1	undef	0	41
Cdh13	ENSMUST00000129548.7	4	1
Hist1h4b	ENSMUST00000102965.3	1	27
Dguok	undef	0	109
Cyp2j9	ENSMUST00000055693.8	9	6
Ep400	undef	0	388
Zfp790	ENSMUST00000032796.13	5	14
Vim	ENSMUST00000148248.2	5	34
Ppp5c	ENSMUST00000142831.1	5	6
Adam18	undef	0	1
Coro7	ENSMUST00000038552.12	28	8
Zmynd11	ENSMUST00000110638.7	14	1
Cxxc4	ENSMUST00000197151.4	3	1
Map3k3	ENSMUST00000002044.9	16	1
Rfwd3	undef	0	73
Pip5k1c	ENSMUST00000159636.1	2	8
Gmppb	ENSMUST00000112295.8	9	1
RP23-115A1.5	ENSMUST00000042581.3	6	3
Daam2	undef	0	4
Dcaf10	ENSMUST00000107798.3	8	8
Soat1	ENSMUST00000189661.6	16	9
Apln	undef	0	1
Trim2	undef	0	1523
Klf6	ENSMUST00000222857.1	5	2
Gatb	undef	0	34
Rpain	ENSMUST00000178822.7	7	1
Btbd2	undef	0	89
Slc25a19	ENSMUST00000106503.9	6	5
Thbs3	ENSMUST00000029682.10	23	6
Arpp19	ENSMUST00000168301.1	3	5
RP23-393E10.2	ENSMUST00000196771.1	1	5
Zfp92	ENSMUST00000033740.11	6	1
AC125343.2	ENSMUST00000120619.1	1	1
Umps	ENSMUST00000023510.6	6	100
Pstk	undef	0	126
Skil	ENSMUST00000118204.1	6	1
Nme7	ENSMUST00000191947.5	13	24
Tcta	undef	0	27
Smarcc1	ENSMUST00000088716.11	28	10
Zfp599	ENSMUST00000086281.4	5	19
RP24-426N16.2	undef	0	16
Trpm2	ENSMUST00000105399.1	5	3
Ddb1	undef	0	484
Ift88	ENSMUST00000150296.7	7	2
N4bp3	ENSMUST00000001080.15	5	10
Gprc5b	undef	0	20
RP24-322E6.1	ENSMUST00000180755.1	1	1248
Pias4	undef	0	129
Sugt1	undef	0	569
Slc25a51	ENSMUST00000151516.1	2	22
RP23-101G11.4	undef	0	2
Atp2a2	ENSMUST00000196490.1	5	3
Scg2	ENSMUST00000185234.1	3	4
Heyl	undef	0	1
Ctdsp1	undef	0	31
Cyth3	undef	0	152
Grik3	undef	0	94
RP23-430N15.2	ENSMUST00000123009.1	2	1
Mark3	ENSMUST00000084953.12	17	34
Ttpal	ENSMUST00000109408.9	5	7
Htra1	undef	0	25
Ppp3cb	ENSMUST00000160812.1	2	1
RP24-225K18.6	undef	0	4
RP23-393F23.7	undef	0	4
Eef2k	ENSMUST00000047875.15	18	51
RP23-255N20.2	ENSMUST00000228937.1	1	45
Polr1c	ENSMUST00000174392.1	4	1
Rragc	ENSMUST00000133445.7	4	1
Wdr37	ENSMUST00000177404.1	3	1
Slc39a1	ENSMUST00000015467.8	4	2
RP23-114H2.1	undef	0	6
Tuba1b	undef	0	149
Gtpbp10	ENSMUST00000115441.8	10	11
Zfp27	ENSMUST00000162592.7	5	6
Polr2b	undef	0	205
Gprc5c	ENSMUST00000053361.11	5	1
Tmem33	ENSMUST00000160352.7	9	18
Tnks2	ENSMUST00000025729.11	27	3
Gfpt1	undef	0	258
Prkd2	ENSMUST00000086104.5	18	5
Optc	ENSMUST00000124051.8	7	2
RP24-112I4.1	undef	0	39
Hmga1	ENSMUST00000232265.1	5	58
AC114425.1	ENSMUST00000119065.1	1	1
Pde7a	ENSMUST00000141621.1	2	6
Slc5a3	undef	0	40
B3gat3	ENSMUST00000096243.5	5	110
Pou2f1	ENSMUST00000111429.10	17	4
Tecr	ENSMUST00000212187.1	3	1
Hax1	ENSMUST00000197725.4	6	1
Alkbh6	ENSMUST00000135882.1	3	1
Spopl	ENSMUST00000028110.10	11	2
Mrpl17	ENSMUST00000176498.1	3	3
Pter	ENSMUST00000134794.7	5	9
Dusp11	undef	0	313
Hist1h3g	ENSMUST00000080859.7	1	15
RP23-156G14.1	undef	0	1
Rbms1	undef	0	51
Pex10	ENSMUST00000134341.1	3	1
Mocs2	ENSMUST00000015680.10	7	156
Sar1a	ENSMUST00000020285.9	7	478
Zfp949	ENSMUST00000162827.7	6	17
Sv2b	ENSMUST00000165175.7	13	1
Wdr17	ENSMUST00000129132.2	5	2
Tusc3	ENSMUST00000209440.1	10	471
Elovl7	ENSMUST00000022207.9	8	1
Grin1	ENSMUST00000114308.9	20	1
Dhx15	undef	0	242
Snhg18	ENSMUST00000181536.2	2	123
Fam149b	ENSMUST00000225597.1	6	1
Slc6a9	undef	0	13
Actr3b	undef	0	50
E330013P04Rik	undef	0	94
Rnf38	ENSMUST00000102934.8	12	2
Nudt7	undef	0	3
RP23-367D2.1	ENSMUST00000214043.1	2	1
Zfp184	undef	0	142
Kif1bp	ENSMUST00000159722.1	3	3
Raf1	ENSMUST00000112949.7	17	1
Mmaa	ENSMUST00000048718.3	7	22
RP23-234P12.1	ENSMUST00000136908.7	4	1
Krt79	undef	0	3
Sv2c	undef	0	7
Mphosph10	ENSMUST00000032735.7	11	10
Kcnd3	undef	0	73
Mlc1	undef	0	80
Zfp235	undef	0	19
RP23-48H10.1	undef	0	5
Srebf1	ENSMUST00000020846.7	19	1
Fbxw5	ENSMUST00000148845.1	3	11
Gpn3	ENSMUST00000127608.7	7	1
Gpr165	ENSMUST00000033554.4	5	1
Zscan20	ENSMUST00000097877.8	8	5
Mrpl37	undef	0	73
Mfsd3	undef	0	13
Gatc	undef	0	48
Gfpt2	undef	0	72
Bex1	ENSMUST00000058125.8	3	1447
Pphln1	undef	0	183
Rsrp1	ENSMUST00000154837.7	5	2
Lnpk	ENSMUST00000111993.8	14	1
Cuta	ENSMUST00000114935.7	6	208
Ctnnb1	ENSMUST00000126633.1	3	2
Isyna1	undef	0	111
Tifab	undef	0	1
Chmp6	undef	0	43
Ilkap	ENSMUST00000185886.6	3	7
Polr2c	undef	0	108
Zdhhc24	ENSMUST00000162720.7	3	1
Dcaf5	ENSMUST00000054145.7	9	9
Psph	ENSMUST00000031399.12	8	89
Mgat4b	ENSMUST00000041725.13	15	115
Psmb2	undef	0	325
Gtf2a2	ENSMUST00000119905.7	4	57
Nat10	ENSMUST00000028608.12	29	15
Rgs5	ENSMUST00000027997.8	5	32
Cyp46a1	undef	0	20
Sh3rf3	ENSMUST00000135526.8	4	2
Dlx5	ENSMUST00000142635.1	3	21
Arfip1	undef	0	1
Olfm4	undef	0	2
Agpat9	undef	0	2
RP24-276M6.1	ENSMUST00000169678.3	1	1
Eif1	ENSMUST00000049385.13	4	11073
Zfp160	ENSMUST00000088811.6	5	3
Sfxn4	ENSMUST00000135808.7	14	35
Slc25a42	ENSMUST00000134596.1	2	2
Gm9922	ENSMUST00000066461.3	1	8
Ring1	undef	0	70
RP24-537H9.2	undef	0	5
Psmb3	undef	0	483
Fam162a	ENSMUST00000232390.1	3	3
Cpped1	ENSMUST00000096272.10	4	22
Pla2g4c	undef	0	4
Rbms2	undef	0	14
Zmat5	ENSMUST00000154341.7	6	1
Srrd	ENSMUST00000156083.7	6	1
RP24-367P22.1	ENSMUST00000195237.1	1	6
Atp9b	ENSMUST00000225980.1	29	4
Mks1	ENSMUST00000130135.7	9	2
Mir30a	ENSMUST00000083471.3	1	1
Trim26	undef	0	316
RP23-360J20.7	ENSMUST00000117628.1	1	1
Hist1h2bm	ENSMUST00000224651.1	1	67
RP23-271G7.1	ENSMUST00000194880.1	1	51
Nxf1	ENSMUST00000184808.1	2	3
RP24-380I6.1	undef	0	2
Rnpc3	ENSMUST00000135712.1	3	1
Dcun1d4	ENSMUST00000063882.11	11	19
RP24-537H9.1	undef	0	2
Tmem44	ENSMUST00000089775.10	12	8
Ufc1	ENSMUST00000111302.3	6	411
Pomc	undef	0	73
Col4a3	undef	0	1
Cmpk1	undef	0	97
Foxm1	ENSMUST00000073316.12	8	1
RP24-300H23.6	ENSMUST00000189848.1	2	1
RP24-285E3.2	undef	0	1
Dcp1b	ENSMUST00000127059.1	2	10
AC166332.1	undef	0	331
Cept1	ENSMUST00000068301.10	9	64
Tmem147	ENSMUST00000207955.1	3	1
Abi3	ENSMUST00000059026.9	8	2
Ptpn2	ENSMUST00000025420.13	10	48
Prkar2a	ENSMUST00000035220.11	11	30
Zfp148	undef	0	414
RP23-239G23.3	ENSMUST00000217818.1	1	1
Sh2b3	ENSMUST00000136960.7	7	1
Degs1	ENSMUST00000132551.1	2	43
Gm24596	ENSMUST00000122504.1	1	2
Eml5	undef	0	185
Dkk3	undef	0	103
RP23-161B9.10	ENSMUST00000048792.4	2	509
Gas2l3	undef	0	34
Champ1	undef	0	147
Them4	ENSMUST00000198494.1	4	10
Reep2	ENSMUST00000043484.7	8	150
Rpl34	ENSMUST00000062601.13	5	402
Nudt1	ENSMUST00000198660.4	4	8
RP23-32A8.6	undef	0	13
Gm26884	undef	0	2
Dpagt1	ENSMUST00000216327.1	4	1
Rint1	undef	0	117
Rdx	ENSMUST00000000590.15	14	8
Snrpf	ENSMUST00000020203.6	4	1285
Tlcd1	undef	0	7
Tmem241	ENSMUST00000209859.1	15	1
Tbc1d13	ENSMUST00000044556.11	12	1
RP23-415I21.3	ENSMUST00000232003.1	1	26
Gsto2	ENSMUST00000056159.10	9	2
Dek	ENSMUST00000021807.12	11	81
Smarca2	ENSMUST00000112637.9	9	1
Dhx34	ENSMUST00000118795.7	17	1
CAAA01180111.1	ENSMUST00000185949.1	5	3
Ergic3	undef	0	1086
RP24-363O21.4	undef	0	12
Gan	ENSMUST00000064488.10	11	3
Cyth2	undef	0	210
Spty2d1	undef	0	141
Ccnd3	ENSMUST00000183044.7	7	1
RP23-185F7.3	ENSMUST00000135360.1	4	1
Map3k10	undef	0	94
Gpd2	ENSMUST00000028167.2	17	4
Slc22a15	ENSMUST00000182040.1	2	14
Zrsr2	ENSMUST00000139166.1	4	12
RP23-410B24.5	ENSMUST00000212546.1	1	58
Thtpa	undef	0	1
Tmpo	ENSMUST00000216501.1	3	13
Fbxo45	undef	0	70
Chmp2a	ENSMUST00000005711.5	6	729
Cdk19os	undef	0	3
Fap	undef	0	2
Htatip2	undef	0	9
Tmem47	undef	0	105
Tmem104	ENSMUST00000156230.1	9	2
Ppp1r16a	ENSMUST00000134449.7	4	1
Zfp329	ENSMUST00000121215.1	4	4
Cntnap4	ENSMUST00000125196.7	12	1
RP23-343K17.2	ENSMUST00000194758.1	1	4
RP23-130C18.2	ENSMUST00000202099.1	1	13
Dffb	undef	0	21
Xkr5	ENSMUST00000095438.9	7	1
Fgf7	ENSMUST00000064794.13	4	1
Dgcr14	ENSMUST00000003621.9	10	77
RP23-244C22.5	undef	0	4
Arpc1a	ENSMUST00000031625.14	10	1755
Osbpl7	ENSMUST00000090020.11	23	8
RP24-245M20.2	undef	0	4
RP24-69L13.1	ENSMUST00000207840.1	1	5
Fam111a	ENSMUST00000025595.4	4	40
Depdc5	undef	0	174
Prkaca	undef	0	134
Eaf1	ENSMUST00000228952.1	3	7
Cryab	ENSMUST00000034562.8	3	63
Faah	ENSMUST00000143724.7	9	3
Tial1	undef	0	246
RP23-387F9.3	ENSMUST00000189988.1	3	1
Kcnh5	ENSMUST00000042299.3	11	1
Cryz	undef	0	18
Parp6	ENSMUST00000050483.14	24	82
Glra2	undef	0	95
Khnyn	ENSMUST00000228462.1	8	1
RP24-219P17.1	undef	0	25
RP23-74O4.1	undef	0	62
Rgs13	ENSMUST00000052375.7	6	2
Etnppl	undef	0	1
RP23-315C11.9	undef	0	4
Chuk	ENSMUST00000149091.1	2	4
Ldlrap1	undef	0	2
Catsper2	ENSMUST00000123982.1	2	1
Fancm	ENSMUST00000223401.1	11	7
RP23-209B2.1	ENSMUST00000208351.1	1	6
Anxa11	undef	0	1
RP23-220D12.11	undef	0	8
Gm4221	undef	0	21
Dclre1b	ENSMUST00000147894.2	2	2
Zfp551	undef	0	12
Ube2s	ENSMUST00000205815.1	6	3
Nme6	ENSMUST00000199203.4	2	3
Rpain	ENSMUST00000171254.7	6	3
Sdr39u1	ENSMUST00000226746.1	3	3
Usp33	undef	0	192
Gnl3l	ENSMUST00000112691.8	16	16
Ppp2r2a	undef	0	347
Tex9	ENSMUST00000183574.7	11	1
Hmmr	ENSMUST00000020579.8	18	1
Rpa2	ENSMUST00000130090.7	5	9
Slc35c2	ENSMUST00000132270.7	10	1
Rwdd1	undef	0	1004
Spop	ENSMUST00000107722.7	10	270
Acot2	undef	0	11
Aup1	ENSMUST00000092618.8	12	64
Uspl1	ENSMUST00000050472.15	9	1
Hfe	ENSMUST00000091706.13	6	1
Slc25a13	ENSMUST00000188414.3	18	1
Wdr70	ENSMUST00000226928.1	3	6
RP23-211M16.2	ENSMUST00000122012.1	1	1
Smarcc1	ENSMUST00000198667.1	9	2
Dmrta2	undef	0	111
Hnrnpa2b1	ENSMUST00000203655.1	4	2
Klhl7	ENSMUST00000163409.4	10	1
Slc1a5	ENSMUST00000108496.8	9	9
RP23-356I5.3	undef	0	3
Grm5	undef	0	123
Nme5	undef	0	13
2310039H08Rik	ENSMUST00000071430.5	1	484
Tarbp2	ENSMUST00000023813.8	9	116
Ap1s2	ENSMUST00000069041.14	6	347
Emc7	ENSMUST00000069747.5	5	274
Mkl1	ENSMUST00000149582.7	14	3
Zc3h3	ENSMUST00000100538.3	12	15
RP23-428C21.5	ENSMUST00000182352.1	1	4
Nes	undef	0	104
Kdm2b	ENSMUST00000132419.1	4	1
Dusp14	ENSMUST00000164891.7	3	5
Erbb2ip	undef	0	65
Cacna1b	undef	0	236
Phf11d	undef	0	1
RP24-267D17.1	ENSMUST00000197392.1	1	1
Fam134a	ENSMUST00000188977.1	2	2
Sh3pxd2b	undef	0	233
RP23-414K1.4	ENSMUST00000186053.6	4	1
Sar1a	ENSMUST00000218968.1	2	15
Canx	ENSMUST00000020637.8	15	91
Nme6	ENSMUST00000200468.1	6	19
Hdlbp	ENSMUST00000170883.7	28	17
Atp5d	ENSMUST00000105366.1	3	71
Ddx50	undef	0	460
Sparc	ENSMUST00000018737.12	10	249
Golim4	ENSMUST00000125405.1	3	25
RP23-316B4.2	ENSMUST00000150604.7	4	23
Gpn3	undef	0	42
RP23-316F10.4	undef	0	1
Pla2g16	ENSMUST00000025925.10	5	28
Pmm1	undef	0	64
Shf	ENSMUST00000151130.7	6	13
Gng2	ENSMUST00000161247.1	4	1
Eif4a2	ENSMUST00000115341.10	11	282
Cpq	undef	0	2
Tpd52l2	ENSMUST00000000844.14	7	10
RP23-214E3.10	ENSMUST00000138778.1	1	2
RP23-396C19.1	undef	0	6
Zfp938	ENSMUST00000041264.14	4	27
Cradd	ENSMUST00000220279.1	2	6
Gpn2	undef	0	18
Tmem143	ENSMUST00000209292.1	7	1
Lysmd2	ENSMUST00000214961.1	3	6
Stk4	undef	0	189
Myef2	ENSMUST00000152367.7	19	5
Eef1g	ENSMUST00000052248.7	10	3410
Clk1	ENSMUST00000156931.7	11	1
Twf2	ENSMUST00000217523.1	6	5
Nktr	ENSMUST00000182395.1	3	1
Aasdhppt	ENSMUST00000212066.1	6	24
Ubr4	undef	0	278
Csnk1a1	ENSMUST00000115246.8	10	3
Zer1	ENSMUST00000133354.1	7	1
Dnajb2	undef	0	104
Fam216a	undef	0	99
Erlin1	ENSMUST00000112028.9	12	12
RP23-388A19.5	ENSMUST00000193945.1	1	1
RP23-463K8.7	undef	0	22
Nabp1	ENSMUST00000185534.1	6	3
Ptprg	ENSMUST00000119888.1	17	11
Nme6	undef	0	97
Bzw2	undef	0	1221
Fbxl19	ENSMUST00000033081.13	11	7
Plppr4	undef	0	52
Mycbpap	undef	0	1
RP23-9N11.5	ENSMUST00000121107.2	1	1
Cers2	undef	0	99
Sh3pxd2a	undef	0	30
Prkcd	ENSMUST00000140701.1	4	1
Shmt1	ENSMUST00000172804.7	5	1
Socs5	undef	0	57
RP23-410L16.3	undef	0	1
Bend5	ENSMUST00000123667.1	3	3
Otud5	ENSMUST00000130908.1	4	1
Rps6kc1	undef	0	63
RP23-209N14.4	ENSMUST00000191656.1	1	10
Gnb1	undef	0	831
Mettl1	ENSMUST00000006915.13	6	161
RP23-278E1.5	undef	0	1
Pank3	ENSMUST00000018990.7	7	15
RP23-62E9.2	ENSMUST00000203379.1	1	95
RP23-246K11.3	ENSMUST00000218256.1	1	1
Mrps10	ENSMUST00000120737.7	7	187
Vps33b	ENSMUST00000135470.1	2	1
AC163616.2	ENSMUST00000029552.12	6	26
Slc4a1ap	ENSMUST00000201294.1	2	57
Plppr5	undef	0	41
Synpo2	undef	0	1
AC124992.1	undef	0	1
Siva1	ENSMUST00000021728.11	4	612
Fam102b	ENSMUST00000046924.9	11	1
RP23-46P4.7	undef	0	19
Socs4	undef	0	77
Ubxn2b	undef	0	271
RP23-32M15.2	ENSMUST00000076991.6	3	272
Fam13b	ENSMUST00000040506.6	21	1
Spin1	ENSMUST00000095797.5	6	102
Gdpd2	ENSMUST00000151572.2	5	2
Psen2	ENSMUST00000130711.7	4	2
Ubr5	undef	0	179
Arpp19	ENSMUST00000169492.7	4	249
Snupn	undef	0	110
RP23-393I12.6	undef	0	2
RP23-286M3.5	undef	0	1
Aldh1l2	undef	0	78
Atpif1	ENSMUST00000067496.6	3	9817
Ccdc15	undef	0	60
Gabra5	undef	0	44
RP23-226D9.5	ENSMUST00000191414.1	3	13
Cdc16	undef	0	292
Dnajb1	undef	0	397
Tmem165	ENSMUST00000130842.1	3	2
Crhr1	undef	0	9
AC157774.6	ENSMUST00000075175.11	5	829
Raf1	ENSMUST00000127503.1	7	123
